,0
0,-8.018328489872864
1,-5.5685347117052375
2,-5.07195935237565
3,-4.533959461064863
4,-4.263003029905143
5,-3.879436653649171
6,-3.7047546968624223
7,-3.5336191782410564
8,-3.400909648961459
9,-3.527350971649271
10,-3.6202546727651836
11,-3.5240982301201824
12,-3.5404655614771112
13,-3.4942202608898802
14,-3.4952408922721654
15,-3.5765583902697267
16,-3.4812611690091053
17,-3.501981812967236
18,-3.4413746628458686
19,-3.4673681960503338
20,-3.420692218110044
21,-3.4618243389149828
22,-3.4462075757166617
23,-3.392026248114822
24,-3.4866055591315863
25,-3.499443941416535
26,-3.5178449065560975
27,-3.5494447503865136
28,-3.5102221494356276
29,-3.4793539211385385
30,-3.507702478920541
31,-3.5077675267276094
32,-3.4773912225112986
33,-3.4717147340556482
34,-3.4914959800845247
35,-3.4428972420424753
36,-3.4481151232987046
37,-3.429806272420628
38,-3.4378145600829018
39,-3.444378001338098
40,-3.4522618868809443
41,-3.471262126731846
42,-3.4464000171317206
43,-3.481424632411392
44,-3.538748430333383
45,-3.5549771884130585
46,-3.5767812979192186
47,-3.585242738303118
48,-3.5470799962643826
49,-3.6071072027333755
50,-3.6309332144261974
51,-3.6486376415114767
52,-3.6193329548685416
53,-3.6011707313118184
54,-3.596828295031701
55,-3.5791272456885754
56,-3.5586607175008624
57,-3.574944223966916
58,-3.570358307426177
59,-3.5687377817220427
60,-3.56420307721595
61,-3.567767997001382
62,-3.576285740213352
63,-3.5589055552934834
64,-3.540986709751716
65,-3.535565156475947
66,-3.5261047672688117
67,-3.509544379616624
68,-3.496172633801797
69,-3.482869715530381
70,-3.4692986321539614
71,-3.4697842377852908
72,-3.5220795000176635
73,-3.5033349284765705
74,-3.5271395922207307
75,-3.4970266643370795
76,-3.4963094964804067
77,-3.4995211982295142
78,-3.498317669492402
79,-3.4831827603986056
80,-3.4880742349254374
81,-3.461397654704138
82,-3.440830798125216
83,-3.4199914347998375
84,-3.416003592742055
85,-3.4173576400971934
86,-3.413956606704794
87,-3.4129568340785936
88,-3.4161959792747805
89,-3.4074777046363325
90,-3.4004786693079327
91,-3.3911571974171912
92,-3.4136534842161104
93,-3.4090534245347497
94,-3.419127508247235
95,-3.4210618796862082
96,-3.438447508784348
97,-3.4392698951795366
98,-3.421965057897233
99,-3.4191938170273444
100,-3.365701991824279
101,-3.3715287449487867
102,-3.3681673415931312
103,-3.3655715923763267
104,-3.3840708261471573
105,-3.4062480440913303
106,-3.4156303989244954
107,-3.432633575944036
108,-3.4441649048162226
109,-3.448429177774788
110,-3.4316471345607806
111,-3.433725525675173
112,-3.4267399255858857
113,-3.433966810555691
114,-3.4507641702778256
115,-3.4344529254332428
116,-3.453351704351689
117,-3.472792918463974
118,-3.4780959132470923
119,-3.4712375047264965
120,-3.489061987163857
121,-3.472528639282183
122,-3.4688733775744747
123,-3.4950969558748968
124,-3.45865922240611
125,-3.4567927580594127
126,-3.4570877417082055
127,-3.451773635950508
128,-3.455637012861272
129,-3.444793587718459
130,-3.4420173504940963
131,-3.432544202293436
132,-3.456025787558667
133,-3.4580484570376786
134,-3.4656900493344027
135,-3.48740793560531
136,-3.4811716416234946
137,-3.506178474247298
138,-3.4939220902560506
139,-3.4891519938999984
140,-3.479644225425887
141,-3.4879696814122063
142,-3.4919312313169293
143,-3.464336429107774
144,-3.4410104789801075
145,-3.4189105945189766
146,-3.4418365834189366
147,-3.443390980133115
148,-3.4707791733899653
149,-3.431961902749724
150,-3.4109937155748526
151,-3.4051668155434967
152,-3.419543238719316
153,-3.4124913931645744
154,-3.4058701954209964
155,-3.407524390675793
156,-3.4108781273248208
157,-3.3999805279696362
158,-3.412374572983307
159,-3.426215263994582
160,-3.429933669921934
161,-3.4128090365581607
162,-3.4072264682328512
163,-3.4183137697507773
164,-3.459228476881254
165,-3.4556525859356357
166,-3.4635119563483894
167,-3.47077298150795
168,-3.4850199329067566
169,-3.540935595666607
170,-3.5380724982017466
171,-3.5484018481234525
172,-3.5022546548519413
173,-3.5071315553360813
174,-3.501570614494386
175,-3.514955046468741
176,-3.5112240011866636
177,-3.4989979820257235
178,-3.4831156145261906
179,-3.504615756878794
180,-3.5028662458464885
181,-3.5249885498499016
182,-3.5371775864097965
183,-3.5481420286698953
184,-3.5546696634617705
185,-3.555662873711004
186,-3.5638241003646067
187,-3.5877794889530077
188,-3.5805520498583934
189,-3.600399635617307
190,-3.6019053813802224
191,-3.615320009806587
192,-3.5861859724506644
193,-3.5847937493517374
194,-3.5695070204386896
195,-3.5752546929318028
196,-3.5684217505956917
197,-3.5508423026270712
198,-3.5851505398646824
199,-3.605236426750468
200,-3.6026040704372986
201,-3.5957495237993133
202,-3.5846855499138512
203,-3.60507798376094
204,-3.5950161124303937
205,-3.60354692094044
206,-3.6030533911089533
207,-3.5906898766916266
208,-3.579536232927873
209,-3.5716045632312405
210,-3.579858976890205
211,-3.5877303805021485
212,-3.5858236276323474
213,-3.637578517039393
214,-3.6270004529682556
215,-3.64336868846313
216,-3.647124481205899
217,-3.6114956537746448
218,-3.6210083888065028
219,-3.616493632972041
220,-3.5997039918031173
221,-3.626867563122925
222,-3.6182610783525155
223,-3.5995064375772374
224,-3.6080961909520597
225,-3.591829790442168
226,-3.5823525004593137
227,-3.590235340928257
228,-3.599618107021907
229,-3.608571505898262
230,-3.5940928541239274
231,-3.5912209460648445
232,-3.568793538769687
233,-3.5613242851322098
234,-3.538617557120531
235,-3.530602449480619
236,-3.5290823236781823
237,-3.5173872357276452
238,-3.5250593850350516
239,-3.5455196267010014
240,-3.560065264640337
241,-3.549469870824997
242,-3.5489820812613537
243,-3.5686548719419386
244,-3.5693028568448297
245,-3.5823873042434253
246,-3.528870322539731
247,-3.52829876764715
248,-3.513336736662237
249,-3.5108318140341686
250,-3.5152509356507933
251,-3.4941115369752556
252,-3.502039829777272
253,-3.5339079326828524
254,-3.5619761231446643
255,-3.5517625059457782
