,0
0,-8.834398148155524
1,-6.841401501086114
2,-6.320821112629818
3,-5.521226073850827
4,-5.663928985479579
5,-5.199935282798144
6,-4.460287024985031
7,-4.845050015589404
8,-5.186398362943778
9,-5.483757184063088
10,-5.4189316071689495
11,-5.399871143947894
12,-5.989748515868124
13,-5.658693025999229
14,-6.449305151859522
15,-6.628675937051822
16,-6.239386688231146
17,-6.251551458806507
18,-5.987086725160162
19,-5.808751571122886
20,-5.5470001898689665
21,-5.357514501657175
22,-5.182214685018818
23,-5.094756911685358
24,-5.0376117567283005
25,-5.712187617210921
26,-5.998745451829198
27,-6.237594259955579
28,-6.470558430643921
29,-6.380604451796478
30,-6.2945750908594045
31,-6.216187113076659
32,-6.072045782595959
33,-6.009634279135135
34,-6.119972662514987
35,-6.088601027925729
36,-5.9582713052039535
37,-5.943918499759772
38,-5.855586813941081
39,-5.750876479900133
40,-5.653591208425109
41,-5.797158960150223
42,-5.696618803283613
43,-5.604619246842377
44,-5.544972254409215
45,-5.506579887388221
46,-5.471665105278188
47,-5.363725802115586
48,-5.285149350563263
49,-5.481354898415695
50,-5.498271793818922
51,-5.53976759902594
52,-5.443770414324243
53,-5.351592568961788
54,-5.370435204927762
55,-5.282536251596829
56,-5.195962625577567
57,-5.11455540905455
58,-5.120552606059331
59,-5.073751361807914
60,-5.00315295169094
61,-4.967238941571019
62,-4.907082593999565
63,-4.870239122655886
64,-4.874412555247355
65,-4.821060984833503
66,-4.799130606397976
67,-4.755257592537706
68,-4.764277850111497
69,-4.709229435081496
70,-4.650091981705714
71,-4.628469003434884
72,-4.58623923409836
73,-4.653522010646935
74,-4.597830728249781
75,-4.538048129269497
76,-4.487471875177864
77,-4.437869967901859
78,-4.403969263651643
79,-4.361635347336523
80,-4.333660678130542
81,-4.313622293715972
82,-4.295086120944075
83,-4.277164055843784
84,-4.238080826331266
85,-4.189933955370372
86,-4.145289585577199
87,-4.1341737129236495
88,-4.137638686794276
89,-4.113145342548176
90,-4.075350459285953
91,-4.03359441873048
92,-3.99772897542295
93,-3.9900363496392384
94,-3.958276985869209
95,-3.929807884507697
96,-3.906655675761783
97,-3.867794305492687
98,-3.8313219045891502
99,-3.813263344950532
100,-3.748146747625361
101,-3.723015629272149
102,-3.670962640358726
103,-3.658705236899773
104,-3.62361324817391
105,-3.6201844219189456
106,-3.7149974657675258
107,-3.693113646132829
108,-3.6345382253527716
109,-3.5554272726189624
110,-3.509845477717643
111,-3.502907986833149
112,-3.3828705081110555
113,-3.371515854524308
114,-3.201502736378714
115,-3.111617476568684
116,-3.129418958457799
117,-3.074149125620147
118,-3.075809046328752
119,-3.0620366532797085
120,-3.081369335885844
121,-3.1085860517888455
122,-3.1639567077856343
123,-3.236433699664329
124,-3.2001000133984867
125,-3.058899971452496
126,-2.9254640213114964
127,-2.936423026005822
128,-2.81197274638276
129,-2.842546020284305
130,-2.852012065476073
131,-2.8244791794503383
132,-2.8115184462912617
133,-2.794931978618408
134,-2.735286088667041
135,-2.6987290696187642
136,-2.6938393866434107
137,-2.6508292121467427
138,-2.6310649468759992
139,-2.6253478847339404
140,-2.648089162634713
141,-2.5863685731636097
142,-2.5794688927524954
143,-2.6064413955811854
144,-2.5899259828297234
145,-2.5622090361914873
146,-2.571681958579781
147,-2.594090910456176
148,-2.6428175140522505
149,-2.5451627631270717
150,-2.5008266906742938
151,-2.430664782968395
